,artist_name,track_name,release_date,genre,lyrics,len,dating,violence,world/life,night/time,shake the audience,family/gospel,romantic,communication,obscene,music,movement/places,light/visual perceptions,family/spiritual,like/girls,sadness,feelings,danceability,loudness,acousticness,instrumentalness,valence,energy,topic,age
49970,the coasters,zing! went the strings of my heart,2003,blues,tune know start come wrong song heart dear smile hear haunt start inside start symphony zing go string heart twas like breath spring hear sing nest apart nature perfect zing go string heart eye sky blue repeat recall thrill guess twill depart dear lips rhapsody devine zing go string heart dear smile hear haunt start inside start symphony zing go string heart twas like breath spring hear sing nest apart nature perfect zing go string heart eye sky blue repeat recall thrill guess twill depart dear lips rhapsody devine zing go string heart,93,0.000773994,0.000773994,0.000773994,0.000773994,0.000773994,0.000773994,0.13040468,0.000773994,0.000773994,0.379719302,0.000773994,0.000773994,0.000773994,0.080591988,0.333481851,0.064966266,0.76172425,0.52465195,0.703814964,4.83E-05,0.876339654,0.335314576,music,0.242857143
49974,bonnie raitt,one belief away,2003,blues,night think dream tangle rush baby catch stream try reach slip away wake darkness callin dance truth hard long true belief away garden coil hearts help believe baby start reach slip away want darkness hear callin,36,0.072406779,0.001754386,0.001754386,0.045210186,0.001754386,0.001754386,0.001754386,0.199986148,0.001754386,0.001754386,0.001754386,0.245196211,0.001754386,0.001754386,0.386888479,0.001754386,0.470377992,0.688588057,0.28313181,0.004180162,0.761953833,0.594581933,sadness,0.242857143
49975,grand funk railroad,born to die,2003,blues,life short live half cryin cousin die yesterday express view swear leave rest live life freedom exactly want thing count bear happen oooooooo oooooooo oooooooo motorcycle outside hadn ride good time bike build know night kill oooooooo oooooooo oooooooo oooooooo oooooooo oooooooo oooooooo oooooooo oooooooo oooooooo copyright cram renraff,49,0.001949318,0.098471145,0.479051338,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.279544658,0.001949318,0.075646468,0.001949318,0.001949318,0.001949318,0.433553558,0.782426993,0.433734371,0.000128543,0.365210223,0.789783224,world/life,0.242857143
49976,jimmy reed,"aw shucks, hush your mouth",2003,blues,shuck hush mouth baby knockin say shuck ahush mouth baby knockin kind woman know sweet things ring head yeah sweet thing ring head leave hush hush shut mouth baby knockin hush hush shut mouth baby knockin good know bringin,39,0.187077711,0.309472843,0.001949318,0.001949318,0.040492731,0.001949318,0.121685656,0.190657656,0.001949318,0.086037961,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.041183628,0.794216398,0.623259749,0.9176706,0.626518219,0.761953833,0.333312512,violence,0.242857143
49978,the cramps,mojo man from mars,2003,blues,brand dance shake early bar wreck cars itchy psyched orgy witch mojo mar doin hootchie cootchie peekaboo mohair suit oldsmowilliam jaguar smokin explodingtype cigars cinders smoulder look mojo mar yeah dancehall shame cop blame portsickles caviar know mashin potatoes peppermint lounge mojo mar spotlight lone weird shadow real bizarre belshazzar mustang stuff jar hold candle mojo mar,57,0.003289474,0.003289474,0.003289474,0.003289474,0.069149621,0.003289474,0.003289475,0.003289474,0.716635922,0.003289474,0.003289474,0.161582874,0.003289474,0.003289474,0.003289474,0.003289474,0.297086537,0.743327436,0.448794627,0.00037247,0.577493817,0.900897806,obscene,0.242857143
49985,peter frampton,not forgotten,2003,blues,tomorrow hold hand sing songs live life go forget heavy lade reach deep till go forget go remember hold hand sing songs live live till go forget forget light turn shine,31,0.001697793,0.001697793,0.371041258,0.001697793,0.001697793,0.001697793,0.170504227,0.001697793,0.001697793,0.149521755,0.001697793,0.172364322,0.001697793,0.001697793,0.001697793,0.112799337,0.685909239,0.664512986,0.539156164,2.99E-06,0.276586974,0.342321802,world/life,0.242857143
49986,cream,eric clapton interview 4,2003,blues,clapton bear march english musician singer songwriter threetime inductee roll fame solo artist separately member yardbirds cream clapton refer important influential guitarists time clapton rank second roll stone magazine list greatest guitarists time fourth gibson guitarists time mids clapton leave yardbirds play blue mayall bluesbreakers immediately leave mayall clapton join cream power trio drummer baker bassist clapton play sustain blue improvisations arty bluesbased psychedelic clapton output bore influence mellow style cale reggae version shoot sheriff help reggae reach mass market popular record record dominos band form johnson crossroads record cream follow death conor clapton grief express song tear heaven feature unplug album clapton recipient grammy award award outstanding contribution music award buckingham palace service music clapton recover alcoholic drug addict found crossroads centre antigua medical facility recover substance abusers content early life early career breakthrough international success yardbirds bluesbreakers cream blind friends solo career dominos personal challenge early solo success continue success resurgence stardom collaboration albums clapton sock recent events influence legacy guitars woman tone media appearances personal life relationships children political view controversy remark immigration wealth assets charitable work award honour football clapton music film discography solo studio albums reference read external link,194,0.001196172,0.184949208,0.105404331,0.077233784,0.001196172,0.084553188,0.001196172,0.001196172,0.001196172,0.382256509,0.001196172,0.001196172,0.064119441,0.001196172,0.001196172,0.001196172,0.72056753,0.359254416,0.603413256,0,0.947444353,0.250226834,music,0.242857143
49988,jack white,christmas time will soon be over,2003,blues,christmas time soon christmas time soon christmas time soon join band gals river gals river gals river join band gals bitter gals bitter gals bitter join band mess pull trigger mess pull trigger mess pull trigger join band,38,0.002631579,0.002631579,0.002631579,0.160561846,0.002631579,0.002631579,0.002631579,0.002631579,0.002631579,0.330310424,0.090617877,0.002631579,0.002631579,0.002631579,0.002631579,0.002631579,0.646918661,0.576699228,0.9588353,0.308704453,0.815539984,0.314292899,music,0.242857143
49991,the cramps,dr. fucker m.d. (musical deviant),2003,blues,baby iron cross heart know chart normal average like nitro meth kinda psychopath gotta laugh death meanass deadly wrath call fcker call fcker roll emergency call fcker call fcker roll fcker feel little pinch diesel mothertrucker solid gold lead pipe cinch eye green gooseshit squirtin acid tongue whozits mainspring spring call fcker call fcker roll emergency call fcker call fcker roll nitromethane brainbats fangs vein medicine acrobats alleviate pain oversize sparkplugs govermental warn weeks drug morning call fcker call fcker roll emergency call fcker call fcker roll,87,0.030046988,0.13600477,0.001349528,0.001349528,0.001349528,0.027139252,0.001349528,0.001349528,0.001349528,0.372525206,0.001349528,0.08895836,0.001349528,0.069780893,0.06557805,0.001349528,0.474710278,0.794554265,0.024697816,0.579959514,0.755770816,0.935933935,music,0.242857143
49992,robert cray,survivor,2003,blues,trouble time care life party know today cause everybody stand survivor survivor survivor choose wanna survivor survivor survivor yeah choose learn live know time tell turn life hell good days waste time little schoolboy teach hate send desert near kuwait change world understand today cause forever yeah stand survivor survivor survivor choose wana survivor choose wanna survivor choose today survivor turn life hell change understand hmmm hmmmm oughta,68,0.001052632,0.077175289,0.57301732,0.001052632,0.065527016,0.023963634,0.001052632,0.099147433,0.038299169,0.001052632,0.001052632,0.001052632,0.038393234,0.001052632,0.001052632,0.020721085,0.534279216,0.777376099,0.398593774,0,0.866034625,0.905902967,world/life,0.242857143
49994,fats domino,so long,2003,blues,long know go long know wrong long know goodbye tell goodbye satisfy long pack long need long go stay,19,0.002631579,0.002631579,0.002631579,0.431005315,0.002631579,0.002631579,0.151837309,0.275878783,0.002631579,0.002631579,0.002631579,0.002631579,0.002631579,0.002631579,0.002631579,0.101804907,0.549442218,0.645386252,0.693774793,0.000610324,0.835119538,0.609597417,night/time,0.242857143
49996,the flamingos,lovers never say goodbye,2003,blues,shall return forever burn reason long lovers goodbye darling life wouldn hurt hurt self kiss dear hold tight know night reason long lovers goodbye,24,0.002192982,0.002192982,0.223760081,0.065529927,0.002192982,0.002192982,0.465827521,0.002192983,0.002192982,0.002192982,0.002192982,0.055923492,0.047792286,0.002192982,0.112657921,0.002192982,0.215856168,0.548162962,0.878513934,0,0.297197032,0.221196898,romantic,0.242857143
49998,jonny lang,hide your love,2003,blues,single know get closer away eye know answer lie release wish open inside deep heart want hide cause inside hide round round circle know deeper deeper endless slow turn lesson learn burn bring deep heart want hide cause inside hide gonna change feel deep heart want hide cause hide hide lang frederiksen,52,0.001144165,0.001144165,0.001144165,0.001144165,0.001144165,0.001144165,0.001144165,0.122445882,0.001144165,0.001144165,0.05764039,0.001144165,0.001144165,0.001144165,0.678793233,0.001144165,0.382649193,0.722431608,0.000761045,0.000298583,0.328112119,0.780773934,sadness,0.242857143
50004,the allman brothers band,heart of stone,2003,blues,girls know wonder come little girl walk street knock feet break break break break heart stone heart stone different know matter cause break break break break heart stone heart stone look act better listen little girl walk street kind meet cause break break break break heart stone break heart stone darlin heart stone break darlin break heart stone better better home cause break heart stone better better,67,0.060435693,0.000785546,0.000785546,0.000785546,0.000785546,0.033893401,0.000785546,0.052748027,0.105398402,0.000785546,0.067798729,0.000785546,0.000785546,0.077711399,0.458640335,0.000785546,0.384815336,0.74053278,0.025601431,0.02611336,0.394064303,0.61960774,sadness,0.242857143
50005,slim harpo,mohair sam,2003,blues,hippie happenin tearin chicks message lay tell coolest fast talkin slow walkin good lookin mohair chicks makin reservations lovin fine fine screamin bakin waitin line coolest fast talkin slow walkin good lookin mohair chicks makin reservations lovin fine know screamin faintin waitin line coolest fast talkin slow walkin good lookin mohair fast talkin slow walkin good lookin mohair,58,0.062079793,0.001315789,0.001315789,0.119409209,0.001315789,0.001315789,0.001315789,0.00131579,0.547110245,0.001315789,0.00131579,0.001315789,0.00131579,0.00131579,0.001315789,0.094843225,0.847286906,0.613337436,0.659638212,0.019838057,0.964962902,0.493477674,obscene,0.242857143
50010,beth hart,world without you,2003,blues,days nights nights days silent shade lazy gray sit star ceiling drip paint picture peel wall time crawl yesterday know dream lose believe time leave imagine world imagine ocean imagine view world imagine rain imagine matter world doers thinkers think lonely lover lips sink burn waste weep speak head leak tear yesterday know dream lose believe imagine world imagine ocean,60,0.001196172,0.121878484,0.485695281,0.001196172,0.001196172,0.001196172,0.054895931,0.001196172,0.001196172,0.001196172,0.001196172,0.198179463,0.001196172,0.001196172,0.082787816,0.001196172,0.40755984,0.773478963,0.035340397,0,0.475474031,0.817812128,world/life,0.242857143
50018,the allman brothers band,maydell,2003,blues,fatal beauty chokin kind dangerous feel heart treat unkind floppin like fish treat maydell baby maydell sure squeeze know hell break spell maydell spread quick neighborhood talk cheap story good say everybody say feelin like chasin tail catch play game maydell baby maydell sure squeeze know hell break spell maydell time walk away walk away eye stay stay lips callin forget sorrow shame maydell time walk away walk away eye stay stay lips callin forget sorrow shame maydell maydell baby maydell sure squeeze know hell break spell maydell,88,0.066784559,0.000862813,0.000862813,0.000862813,0.000862813,0.000862813,0.024039013,0.177836275,0.127099281,0.000862813,0.092022911,0.000862813,0.000862813,0.084082968,0.390304854,0.028339198,0.578685151,0.773273851,0.032930756,0.000954453,0.611500412,0.833828644,sadness,0.242857143
50022,bonnie raitt,lover's will,2003,blues,hearts throw risk self respect desire regret lovers hurt time think catch kiss longer thrill lovers lovers thrill bring healer ones lovers know go arm gather leave stalk little hasn kill lovers,32,0.002024292,0.102559663,0.002024292,0.002024292,0.002024292,0.054082788,0.402808661,0.002024292,0.002024292,0.002024292,0.002024292,0.002024292,0.002024292,0.002024292,0.410184513,0.002024292,0.528863858,0.643976104,0.737951544,0.005253036,0.214756801,0.26624335,sadness,0.242857143
50028,buddy johnson,walk 'em,2003,blues,yeah yeah pay scratch entertain reverse misguide misconception attach like factor afraid spazz track fool shit like justice gonna collab insane fiend like imagine snake trust gonna hurt fall arm catch like cash walk line fuck sayin time good friend say fall know tryna cause think success feel like away yeah league dudes deem beat easy rest mean shit line blow immerse brain blow mind caine feel heart half intrigue half disgust half scar passin judgement cause feelin strong trust half ask substance half fiends party club shit ask want hear mind long justice heart sleeve harder breathe pass summit touch touch start half budget easily stop dream short hard quit feel party drug knowin level fuck loudmouth know yeah hear crowd bounce shirvington ball look cause limit justice prisoners flow mate dope make difference yeah save cause talk ugly wanna battle takin money nearly die hungry kill make stronger fail take longer see mental patient start fire petrol station rest flakin shine fadin livin entertainment understand entertain mean missin point turn head like flippin coin head tail babe coin flip head look,183,0.009160338,0.119768334,0.000434972,0.016805667,0.043739523,0.000434972,0.000434972,0.156158058,0.425400006,0.000434972,0.000434972,0.015855255,0.000434972,0.000434972,0.140609518,0.028356191,0.604678869,0.670435608,0.908634446,0.000227733,0.650659522,0.322301157,obscene,0.242857143
50034,robert randolph & the family band,calypso,2003,blues,roll soul matter disco calipso matter suit tiedye matter snakeskins timberlands matter tight fade long braid matter head brunette matter breakdance slamdance matter jerk hurt tellin nothin wrong tellin nothin wrong tellin nothin wrong east coast matter south north matter hollywood hood matter good matter block party frat party matter backyard boulevard matter yellow black white matter gettin tonight tellin nothin wrong tellin nothin wrong tellin nothin wrong nothin wrong shake shake shake know tell music get soul make want loose control nothin wrong nothin wrong tellin nothin wrong tellin nothin wrong nothin wrong hollywood hood tellin nothin wrong suit tiedye tellin nothin wrong matter matter matter matter matter,109,0.000692521,0.000692521,0.000692521,0.052197381,0.000692521,0.000692521,0.000692521,0.430971973,0.428210273,0.000692521,0.000692521,0.000692521,0.033661441,0.000692521,0.000692521,0.000692521,0.384815336,0.705740584,0.009717881,0.862348178,0.873248145,0.874870967,obscene,0.242857143
50037,robert randolph & the family band,good times,2003,blues,good time good time good time talkin bout good time gonna good time talkin bout good time gonna good time good time good time gonna good time good time good time gonna good time good time feel let good time,40,0.001283697,0.001283697,0.001283697,0.38543161,0.001283697,0.001283697,0.001283697,0.001283697,0.106903724,0.001283697,0.001283697,0.001283697,0.001283697,0.001283697,0.001283697,0.389564538,0.26459439,0.753557419,0.020681748,0.687246964,0.443528442,0.891888515,feelings,0.242857143
50039,supersuckers,the fight song,2003,blues,fight fight fight fight catfight hallway school night jump fence clear bench party time turn light screamin right fight fight fight fight girlfriend husband bastard yeah brat brawl hard head woman baseball reason time attack fight fight fight fight knockout fight chug bloody street stumble rumble laugh get beat lovely anger live rage unspoken hatred sweet promote condone dead meat,60,0.001422475,0.593931365,0.001422475,0.167606204,0.030476338,0.001422475,0.083941629,0.001422475,0.036400861,0.001422475,0.069151426,0.001422475,0.001422475,0.001422475,0.001422475,0.001422475,0.195277808,0.812040099,0.000207832,7.59E-06,0.4641385,0.839834838,violence,0.242857143
50044,jonny lang,save yourself,2003,blues,secret table know problem outside good disguise truth nightmare cast fear inside stand reach hand come wanna save good life dream sooner later useless push begin stand hand come wanna save past haunt mind leave come wanna save get learn chain needle escape stand hand come wanna save trust heart mind cause run time come wanna save,57,0.064203622,0.397519709,0.247475364,0.001052632,0.001052632,0.001052632,0.001052632,0.001052632,0.001052632,0.001052632,0.037691805,0.001052632,0.023942047,0.001052632,0.048410214,0.042142114,0.477959493,0.679101608,0.010009046,0.000247976,0.195177246,0.711702708,violence,0.242857143
50048,dinah washington,a handful of stars,2003,blues,kani spit track brazy bitch get crazy switch flow sound like shady squirt call baby boot dresser blow hundreds bitch impress play girls like hefner niggas talk shit suck leave kani spit track brazy bitch get crazy switch flow sound like shady squirt call baby boot dresser blow hundreds bitch impress play girls like hefner niggas talk shit suck leave choppa trick trick lick lick wanna suck want cause kiss sick sick pull stick stick folks duck folks duck run cop cop smoke dowee sing like bird bitch knot knot cause thot thot fuck brain bitch run like turkey trot trot blast outta space like astronaut boom talk shit shoot spot bitch cause super brazy bitch hazy perc niggas turnt rack shawty tat tat plug sketchy gotta sketchy band catch lack sketchers flexin hard tell stop stop know bitch kani spit track brazy bitch get crazy switch flow sound like shady squirt call baby boot dresser blow hundreds bitch impress play girls like hefner niggas talk shit suck leave head nigga catch nigga fireworks explode like vase nigga rifle aim dome nigga,182,0.034445434,0.000487329,0.000487329,0.000487329,0.000487329,0.000487329,0.00048733,0.000487329,0.780489783,0.075479678,0.000487329,0.000487329,0.000487329,0.044431671,0.000487329,0.000487329,0.461713419,0.67199959,0.806224705,0,0.442497939,0.357337286,obscene,0.242857143
50050,supersuckers,pretty fucked up,2003,blues,yeah today probably sure feel strong tough pretty pretty fuck pretty fuck yeah pretty fuck pretty pretty fuck know people change good people maybe right help throw cause sure feel shitty things pretty fuck pretty fuck yeah pretty fuck pretty pretty fuck long time feel beg forgiveness yeah beg stay say love feel good yeah feel giddy feel pretty fuck pretty fuck yeah pretty fuck pretty pretty fuck,68,0.000822368,0.000822368,0.000822369,0.039726024,0.102812369,0.000822369,0.017135784,0.088776283,0.300773506,0.000822368,0.000822368,0.000822368,0.000822369,0.286303209,0.000822368,0.154604405,0.201776237,0.792451863,0.025199824,0,0.548639736,0.696687224,obscene,0.242857143
50052,the kills,fried my little brains,2003,blues,trouble like little milk teeth go go fry little brain fry little brain fry little brain fry little brain minutes better good pull little milk teeth pull good go fry little brain fry little brain fry little brain fry little brain,41,0.001814882,0.386500388,0.001814882,0.001814882,0.001814882,0.405931724,0.001814882,0.001814882,0.001814882,0.001814882,0.001814882,0.001814882,0.001814882,0.001814882,0.001814882,0.178529775,0.609011156,0.792272389,0.444778559,0.659919028,0.379637263,0.982982452,violence,0.242857143
50055,joe bonamassa,burning hell,2003,blues,everybody talk burn hell burn hell hell burn hell know burn hell burn hell burn hell burn hell go deegan jones church house bed knee pray pray deegan jones pray go church house bed knee beg deegan jones pray say hand say hand hell burn hell hell burn hell hell burn hell burn hell hell burn hell hell burn hell know hell burn hell hell burn hell hell burn hell burn hell everybody talk burn hell burn hell hell burn hell know burn hell burn hell burn hell burn hell burn hell burn hell burn hell know go jeah know whoa,101,0.000584795,0.722251776,0.000584795,0.000584795,0.036421466,0.000584795,0.000584795,0.077692391,0.000584795,0.000584795,0.000584795,0.128779347,0.000584795,0.000584795,0.000584795,0.026667884,0.194194736,0.732610312,0.004808238,0.009210526,0.623866447,0.873869935,violence,0.242857143
50056,black rebel motorcycle club,stop,2003,blues,like wanna tire run feel come simpler simpler sickness feel cause know stop know stop fail bleed sinful sinful good hard time kill grateful know hold know stop know stop fail bleed head high time burn deep inside rip throat like wanna tire run feel come different different sickness feel cause know stop know stop fail bleed,57,0.001074114,0.338284145,0.001074114,0.001074114,0.001074114,0.001074114,0.001074114,0.332815801,0.001074114,0.001074114,0.001074114,0.03100845,0.001074114,0.001074114,0.001074114,0.099969133,0.378316907,0.858395508,0.015762064,0.748987854,0.328112119,0.976976258,violence,0.242857143
50059,the kills,fuck the people,2003,blues,want warn warn want warn warn mouth shut mouth shut want warn warn stab want warn warn stab want warn warn stab mouth shut mouth shut want warn warn stab fuck people fuck people moon cigarette hang tree laughin funny thing mouth shut mouth shut want warn warn stab fuck people fuck people mouth shut mouth shut want warn warn stab moon cigarette hang tree laugh funny thing mouth shut mouth shut want warn warn stab fuck people fuck people fuck people fuck people,84,0.000701754,0.500309575,0.000701754,0.000701754,0.000701754,0.000701754,0.000701754,0.000701754,0.198274737,0.000701754,0.000701754,0.031432148,0.139577783,0.000701754,0.000701754,0.000701754,0.471461064,0.803066431,0.00315161,0.146761134,0.348722176,0.966965935,violence,0.242857143
50060,holly golightly,there's an end,2003,blues,word disappear word clear echo pass night line face finger trace fade reflection thoughts rearrange familiar strange skin drift wind spring bring rain winter come pain season disguise cloud block word disappear word clear echo pass night line face finger trace fade reflection thoughts rearrange familiar strange skin drift wind spring bring rain winter come pain season,57,0.001169591,0.351734001,0.001169591,0.001169591,0.001169591,0.001169591,0.001169591,0.001169591,0.001169591,0.214891247,0.001169591,0.414661301,0.001169591,0.001169591,0.001169591,0.001169591,0.7140691,0.717534549,0.039356465,0.738866397,0.779472383,0.589576772,violence,0.242857143
50065,doyle bramhall,life by the drop,2003,blues,hello friend long play outside pour rain road start livin dream mind achin lord stop happen livin life drop road wear shoe talkin good things singin blue go stay know matter time livin dream mind achin lord stop happen livin life drop waste time alive today churnin past easier time mean good walkin friend livin dream mind stop achin happen livin life drop happen livin life drop happen livin life drop,71,0.000797448,0.000797448,0.324169241,0.088499395,0.000797448,0.033720793,0.000797448,0.063542124,0.270332999,0.020911224,0.000797448,0.000797448,0.016215965,0.000797448,0.000797448,0.040044956,0.486624066,0.785503679,0.017067286,0.002682186,0.294105523,0.686676901,world/life,0.242857143
50066,jonny lang,dying to live,2003,blues,know hear say beauty distortion people withdraw head humor misfortune know wonder laugh dead fight live live fight try sight try give die live live know people value subjective speak word say live fight kill objective hard tell live dead fight live live fight try sight try give die live live know weave word confusion understand know live life illusion reality dream come true fight live till reason fight try sight know try come know die live ready,78,0.000773994,0.295746845,0.378944043,0.02822991,0.000773994,0.000773994,0.000773994,0.285469294,0.000773994,0.000773994,0.000773994,0.000773994,0.000773994,0.000773994,0.000773994,0.000773994,0.590598939,0.749147501,0.122489079,0,0.522877164,0.608596385,world/life,0.242857143
50071,otis taylor,nasty letter,2003,blues,somebody write nasty letter sign think know know write recognize recognize hand get warm warm warm winter read backwards read backwards hop come wrongly wrongly accuse wrongly wrongly wrongly wrongly accuse,31,0.002770083,0.002770083,0.002770083,0.002770083,0.002770083,0.002770083,0.119565056,0.371240467,0.002770083,0.40928237,0.002770083,0.002770083,0.002770083,0.002770083,0.002770083,0.058360859,0.419473627,0.702356229,0.825301029,0.633603239,0.545548228,0.559545804,music,0.242857143
50075,the kills,pull a u,2003,blues,pull sexy black magic dollar pull dust black magic dollar pull sexy black magic dollar pull black magic dollar right try try clean lean hood lose dollar pull string black magic dollar right try try try try black magic dollar black magic dollar black magic dollar black magic dollar right,50,0.001096491,0.305089563,0.001096491,0.001096491,0.001096491,0.001096491,0.001096491,0.001096491,0.001096491,0.001096491,0.480900347,0.19646623,0.001096491,0.001096491,0.001096491,0.001096491,0.623091086,0.813142579,0.771084108,0.799595142,0.669208574,0.863859612,violence,0.242857143
50080,the white stripes,there's no home for you here,2003,blues,ahhhh home girl away home home girl away home like think constant interaction kind drive away simple gesture counteract leave stand completely baffle backward indication inspire word come tongue hand move upward propel situation simply halt conversation home girl away home home girl away home wait proper time tell impossible hard look face talk help mirror room look forward performance question face fortunately come answer away leave ahhhh home girl away home home girl away home wake breakfast burn match talk quickly break baubles throw garbage drink soda look take picture completely stupid away ahhhh home girl away home home girl away home home girl away home home girl away home,111,0.000649773,0.057853658,0.000649773,0.000649773,0.000649773,0.000649773,0.000649773,0.057527996,0.000649773,0.301620794,0.04630841,0.000649773,0.000649773,0.231160712,0.297081386,0.000649773,0.412975198,0.724508371,0.395581722,0,0.387881286,0.60659432,music,0.242857143
50081,the white stripes,"in the cold, cold night",2003,blues,stand corner edge burn light stand corner come cold cold night cold cold night feel little older like grow woman go grow colder come cold cold night cold cold night hear walk door hear creak kitchen floor care people go come cold cold night cold cold night stand longer need fuel bright fight longer come cold cold night cold cold night know feel skin turn glue know warm inside come cold cold night cold cold night cold cold night cold cold night,82,0.000683527,0.553251163,0.000683527,0.145654265,0.000683527,0.049566777,0.000683527,0.045173529,0.000683527,0.000683527,0.000683527,0.135959311,0.01382372,0.000683527,0.000683527,0.04836891,0.536445359,0.536471553,0.215862667,0.004524291,0.113767519,0.196171092,violence,0.242857143
50084,the black keys,set you free,2003,blues,hold go mile smile know door door play fool walk door come go free know gonna tear treat wrong go walk door come go free hold go mile smile know door door play fool walk door come gonna free free free free free free,44,0.106505392,0.00122399,0.00122399,0.00122399,0.00122399,0.00122399,0.00122399,0.075056043,0.00122399,0.00122399,0.00122399,0.00122399,0.193707757,0.00122399,0.440595811,0.118688294,0.381566122,0.782862857,0.058834396,4.60E-05,0.465169002,0.928926709,sadness,0.242857143
50089,the black keys,thickfreakness,2003,blues,darlin care want hold heart hold near whisper hand understand hold heart,12,0.004048583,0.004048583,0.004048583,0.004048583,0.004048583,0.004048583,0.846626735,0.004048583,0.004048583,0.004048583,0.004048583,0.004048583,0.004048583,0.004048583,0.004048583,0.004048583,0.318747969,0.790067431,0.57128471,0.915991903,0.509480627,0.74373574,romantic,0.242857143
50091,the white stripes,the hardest button to button,2003,blues,start live house give birth check baby buy name baby toothache start cry sound like earthquake long stop grab stick little pin family alright money little place fight know easy know better think sleazy short letter warm wrong feel hardest little button button opinions matter brain felt like pancake batter backyard stick hardest button button hardest button button hardest button button hardest button button uhoh hardest button button hardest button button uhoh hardest button button hardest button button hardest button button hardest button button hardest button button hardest button button uhoh,91,0.052593747,0.001283697,0.078557789,0.001283697,0.001283697,0.119396149,0.001283697,0.195573175,0.383049074,0.088473518,0.001283697,0.001283697,0.001283697,0.066952181,0.001283697,0.001283697,0.682660024,0.696587442,0.009737962,0.295546559,0.541426216,0.515500384,obscene,0.242857143
50092,the white stripes,seven nation army,2003,blues,gonna fight seven nation army couldn hold gonna take time right talk night forget forth mind cigarette message come eye say leave want hear single story tell know queen england hound hell catch come gonna serve want hear feel come bone say home go wichita opera forevermore gonna work straw sweat drip pore bleed bleed bleed right lord word gonna bleed think stain come blood tell home,67,0.043766932,0.310140339,0.000974659,0.080290816,0.000974659,0.04216487,0.000974659,0.252054575,0.000974659,0.075555731,0.000974659,0.000974659,0.024720214,0.000974659,0.000974659,0.027134609,0.731398245,0.713509217,0.008201815,0.45242915,0.309563067,0.463446706,violence,0.242857143
50095,robert randolph & the family band,i need more love,2003,blues,cold wind blow neighborhoods frustration grow concrete steel need need life tire feel tension talk black white change help mind right need need,23,0.002770083,0.474726823,0.165685942,0.002770084,0.263598902,0.002770084,0.002770083,0.002770084,0.002770083,0.002770083,0.002770083,0.002770083,0.002770083,0.002770083,0.002770083,0.054437083,0.541860717,0.723867395,0.046183781,0.036538462,0.787716406,0.947946322,violence,0.242857143
50096,the black keys,i cry alone,2003,blues,girl girl hold tight tight girl hold hold tight girl girl hold hurt hurt know hurt know night night weep weep till early morn night weep night till early morning night night,32,0.001814882,0.001814882,0.001814882,0.20678651,0.001814882,0.001814882,0.356141987,0.001814882,0.001814882,0.001814882,0.001814882,0.001814882,0.001814882,0.200929456,0.113144363,0.097589334,0.792050255,0.58559598,0.517067788,0.00888664,0.352844188,0.231207221,romantic,0.242857143
50104,jimmie vaughan,six strings down,2003,blues,alpine valley middle night string heavenbound flight pick strap guitar gonna angels slack heaven call bluesstringer home voodoo chile hold hand waitin brother welcome band good bluesstringin heavenfine singin playin heaven call bluesstringer home lord call bluesstringer home muddy lightnin playin blue tbone guitar little sims heaven call bluesstringer home lord call bluesstringer home lord call bluesstringer home heaven call bluesstringer home lord call bluesstringer home heaven call bluesstringer home call bluesstringer home home,74,0.001074114,0.001074114,0.001074114,0.001074114,0.001074114,0.17631088,0.038758416,0.001074114,0.001074114,0.577483101,0.044072514,0.109370925,0.001074114,0.001074114,0.001074114,0.019197269,0.62525723,0.743942774,0.316264374,0.008016194,0.751648805,0.80980387,music,0.242857143
50121,the kills,superstition,2003,blues,superstition modern original skin original modern want fee elect hell superstition modern original skin original modern want kill elect hell superstition modern original skin original modern want fee elect hell,30,0.004048583,0.696356275,0.004048583,0.004048583,0.004048583,0.004048583,0.004048583,0.004048583,0.004048583,0.004048583,0.004048583,0.004048583,0.004048583,0.004048583,0.004048583,0.004048583,0.457381133,0.692254442,0.510039669,0.013562753,0.283800495,0.719710966,violence,0.242857143
50126,the cramps,elvis fucking christ,2003,blues,fell outta mornin say award crown brand shoulda instead know fuckin fuckin chicken pluckin runamuckin fuckin foot woman evil black mass brass globes admit animal aplomb vast obvious fuckin fuckin bronco buckin jive shuckin fuckin captain cavalry queen outer space devil orgy twilight zone sheer panties queen lace fuckin fuckin luck truckin fuckin devil give drug roll greenbacks fuzz feedback demonseed banshee hole frog fallin heaven thunder hell trogglodynamite time seven cold titty witchin spell yeah fuckin fuckin chicken pluckin runamuckin fuckin yeah devry beauty school join devil cult evil heart throb like fuckin fuckin chicken pluckin muckin fuckin,99,0.001503759,0.398303759,0.00150376,0.00150376,0.065864278,0.028343158,0.075009056,0.00150376,0.00150376,0.001503759,0.3197853,0.00150376,0.00150376,0.093145575,0.00150376,0.001503759,0.174699448,0.829423378,0.217870701,0.00347166,0.616652927,0.963962838,violence,0.242857143
